id,name,time_submit,time_start,time_end,user,group,time_limit,required_cpus,used portion of time limit,avg_aborted_task,Average congestion,Average cpus,Duration (minutes),Wait time / time limit,Average time_limit,task_time,state
 fen1.bg.cmc.msu.ru.10916213, fen1.bg.cmc.msu.ru.10916213,2017-01-01 23:17,2017-01-01 23:17,2017-01-02 00:47,pseudo_cluster_user_2,pseudo_cluster_group_2,90,32,0.125,0.071,1.339,155.429,130.629,10.722,64.726,90, Removed
 fen1.bg.cmc.msu.ru.10916214, fen1.bg.cmc.msu.ru.10916214,2017-01-02 00:10,2017-01-02 00:10,2017-01-02 00:11,pseudo_cluster_user_6,pseudo_cluster_group_5,3,32,0.124,0.14,0.179,160.976,78.88,22.893,8.497,1, Completed
 fen1.bg.cmc.msu.ru.10916215, fen1.bg.cmc.msu.ru.10916215,2017-01-02 00:12,2017-01-02 00:12,2017-01-02 00:12,pseudo_cluster_user_6,pseudo_cluster_group_5,3,32,0.124,0.14,0.179,160.976,78.88,22.893,8.497,0, Removed
 fen1.bg.cmc.msu.ru.10916216, fen1.bg.cmc.msu.ru.10916216,2017-01-02 00:30,2017-01-02 00:30,2017-01-02 00:30,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916217, fen1.bg.cmc.msu.ru.10916217,2017-01-02 00:31,2017-01-02 00:31,2017-01-02 00:31,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916218, fen1.bg.cmc.msu.ru.10916218,2017-01-02 00:33,2017-01-02 00:33,2017-01-02 00:33,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916219, fen1.bg.cmc.msu.ru.10916219,2017-01-02 00:34,2017-01-02 00:34,2017-01-02 00:34,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916220, fen1.bg.cmc.msu.ru.10916220,2017-01-02 00:35,2017-01-02 00:35,2017-01-02 00:35,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916221, fen1.bg.cmc.msu.ru.10916221,2017-01-02 00:38,2017-01-02 00:38,2017-01-02 00:39,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,1, Completed
 fen1.bg.cmc.msu.ru.10916222, fen1.bg.cmc.msu.ru.10916222,2017-01-02 00:38,2017-01-02 00:50,2017-01-02 00:50,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916223, fen1.bg.cmc.msu.ru.10916223,2017-01-02 00:39,2017-01-02 00:39,2017-01-02 00:39,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916224, fen1.bg.cmc.msu.ru.10916224,2017-01-02 00:50,2017-01-02 01:00,2017-01-02 01:00,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916225, fen1.bg.cmc.msu.ru.10916225,2017-01-02 00:50,2017-01-02 00:50,2017-01-02 00:50,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916226, fen1.bg.cmc.msu.ru.10916226,2017-01-02 00:50,2017-01-02 00:50,2017-01-02 00:51,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,1, Completed
 fen1.bg.cmc.msu.ru.10916227, fen1.bg.cmc.msu.ru.10916227,2017-01-02 00:51,2017-01-02 00:51,2017-01-02 00:51,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916228, fen1.bg.cmc.msu.ru.10916228,2017-01-02 00:51,2017-01-02 00:51,2017-01-02 00:52,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,1, Completed
 fen1.bg.cmc.msu.ru.10916229, fen1.bg.cmc.msu.ru.10916229,2017-01-02 00:52,2017-01-02 00:52,2017-01-02 00:52,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916230, fen1.bg.cmc.msu.ru.10916230,2017-01-02 00:53,2017-01-02 00:53,2017-01-02 00:54,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,1, Completed
 fen1.bg.cmc.msu.ru.10916231, fen1.bg.cmc.msu.ru.10916231,2017-01-02 00:54,2017-01-02 00:54,2017-01-02 00:54,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916232, fen1.bg.cmc.msu.ru.10916232,2017-01-02 01:03,2017-01-02 01:03,2017-01-02 01:03,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916233, fen1.bg.cmc.msu.ru.10916233,2017-01-02 01:03,2017-01-02 01:03,2017-01-02 01:03,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916234, fen1.bg.cmc.msu.ru.10916234,2017-01-02 01:03,2017-01-02 01:03,2017-01-02 01:04,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,1, Completed
 fen1.bg.cmc.msu.ru.10916235, fen1.bg.cmc.msu.ru.10916235,2017-01-02 01:03,2017-01-02 01:04,2017-01-02 01:04,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916236, fen1.bg.cmc.msu.ru.10916236,2017-01-02 01:04,2017-01-02 01:04,2017-01-02 01:04,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916237, fen1.bg.cmc.msu.ru.10916237,2017-01-02 01:04,2017-01-02 01:04,2017-01-02 01:04,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916238, fen1.bg.cmc.msu.ru.10916238,2017-01-02 01:12,2017-01-02 01:12,2017-01-02 01:12,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916239, fen1.bg.cmc.msu.ru.10916239,2017-01-02 01:13,2017-01-02 01:13,2017-01-02 01:13,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916240, fen1.bg.cmc.msu.ru.10916240,2017-01-02 01:22,2017-01-02 01:22,2017-01-02 01:22,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916241, fen1.bg.cmc.msu.ru.10916241,2017-01-02 01:22,2017-01-02 01:22,2017-01-02 01:23,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,1, Completed
 fen1.bg.cmc.msu.ru.10916242, fen1.bg.cmc.msu.ru.10916242,2017-01-02 01:22,2017-01-02 01:23,2017-01-02 01:23,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916243, fen1.bg.cmc.msu.ru.10916243,2017-01-02 01:22,2017-01-02 01:23,2017-01-02 01:23,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916244, fen1.bg.cmc.msu.ru.10916244,2017-01-02 01:22,2017-01-02 01:23,2017-01-02 01:23,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916245, fen1.bg.cmc.msu.ru.10916245,2017-01-02 01:22,2017-01-02 01:23,2017-01-02 01:23,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916246, fen1.bg.cmc.msu.ru.10916246,2017-01-02 01:22,2017-01-02 01:23,2017-01-02 01:24,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,1, Completed
 fen1.bg.cmc.msu.ru.10916247, fen1.bg.cmc.msu.ru.10916247,2017-01-02 01:22,2017-01-02 01:23,2017-01-02 01:24,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,1, Completed
 fen1.bg.cmc.msu.ru.10916248, fen1.bg.cmc.msu.ru.10916248,2017-01-02 01:22,2017-01-02 01:22,2017-01-02 01:23,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,1, Completed
 fen1.bg.cmc.msu.ru.10916249, fen1.bg.cmc.msu.ru.10916249,2017-01-02 01:22,2017-01-02 01:24,2017-01-02 01:24,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916250, fen1.bg.cmc.msu.ru.10916250,2017-01-02 01:22,2017-01-02 01:24,2017-01-02 01:24,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916251, fen1.bg.cmc.msu.ru.10916251,2017-01-02 01:22,2017-01-02 01:24,2017-01-02 01:24,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916252, fen1.bg.cmc.msu.ru.10916252,2017-01-02 01:22,2017-01-02 01:24,2017-01-02 01:24,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916253, fen1.bg.cmc.msu.ru.10916253,2017-01-02 01:22,2017-01-02 01:24,2017-01-02 01:25,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,1, Completed
 fen1.bg.cmc.msu.ru.10916254, fen1.bg.cmc.msu.ru.10916254,2017-01-02 01:22,2017-01-02 01:25,2017-01-02 01:25,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916255, fen1.bg.cmc.msu.ru.10916255,2017-01-02 01:22,2017-01-02 01:25,2017-01-02 01:25,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916256, fen1.bg.cmc.msu.ru.10916256,2017-01-02 01:22,2017-01-02 01:25,2017-01-02 01:25,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916257, fen1.bg.cmc.msu.ru.10916257,2017-01-02 01:22,2017-01-02 01:25,2017-01-02 01:25,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916258, fen1.bg.cmc.msu.ru.10916258,2017-01-02 01:22,2017-01-02 01:25,2017-01-02 01:25,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916259, fen1.bg.cmc.msu.ru.10916259,2017-01-02 01:22,2017-01-02 01:25,2017-01-02 01:25,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916260, fen1.bg.cmc.msu.ru.10916260,2017-01-02 01:22,2017-01-02 01:26,2017-01-02 01:26,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916261, fen1.bg.cmc.msu.ru.10916261,2017-01-02 01:22,2017-01-02 01:26,2017-01-02 01:26,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916262, fen1.bg.cmc.msu.ru.10916262,2017-01-02 01:22,2017-01-02 01:26,2017-01-02 01:26,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916263, fen1.bg.cmc.msu.ru.10916263,2017-01-02 01:22,2017-01-02 01:26,2017-01-02 01:26,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916264, fen1.bg.cmc.msu.ru.10916264,2017-01-02 01:22,2017-01-02 01:26,2017-01-02 01:26,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916265, fen1.bg.cmc.msu.ru.10916265,2017-01-02 01:22,2017-01-02 01:26,2017-01-02 01:26,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916266, fen1.bg.cmc.msu.ru.10916266,2017-01-02 01:22,2017-01-02 01:27,2017-01-02 01:27,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916267, fen1.bg.cmc.msu.ru.10916267,2017-01-02 01:22,2017-01-02 01:27,2017-01-02 01:27,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916268, fen1.bg.cmc.msu.ru.10916268,2017-01-02 01:22,2017-01-02 01:27,2017-01-02 01:27,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916269, fen1.bg.cmc.msu.ru.10916269,2017-01-02 01:22,2017-01-02 01:27,2017-01-02 01:27,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916270, fen1.bg.cmc.msu.ru.10916270,2017-01-02 01:22,2017-01-02 01:27,2017-01-02 01:27,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916271, fen1.bg.cmc.msu.ru.10916271,2017-01-02 01:22,2017-01-02 01:27,2017-01-02 01:27,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916272, fen1.bg.cmc.msu.ru.10916272,2017-01-02 01:22,2017-01-02 01:27,2017-01-02 01:28,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,1, Completed
 fen1.bg.cmc.msu.ru.10916273, fen1.bg.cmc.msu.ru.10916273,2017-01-02 01:22,2017-01-02 01:28,2017-01-02 01:28,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916274, fen1.bg.cmc.msu.ru.10916274,2017-01-02 01:22,2017-01-02 01:28,2017-01-02 01:28,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916275, fen1.bg.cmc.msu.ru.10916275,2017-01-02 01:22,2017-01-02 01:28,2017-01-02 01:28,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916276, fen1.bg.cmc.msu.ru.10916276,2017-01-02 01:28,2017-01-02 01:28,2017-01-02 01:28,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916277, fen1.bg.cmc.msu.ru.10916277,2017-01-02 01:28,2017-01-02 01:28,2017-01-02 01:28,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916278, fen1.bg.cmc.msu.ru.10916278,2017-01-02 01:28,2017-01-02 01:29,2017-01-02 01:29,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916279, fen1.bg.cmc.msu.ru.10916279,2017-01-02 01:28,2017-01-02 01:29,2017-01-02 01:29,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916280, fen1.bg.cmc.msu.ru.10916280,2017-01-02 01:28,2017-01-02 01:29,2017-01-02 01:29,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916281, fen1.bg.cmc.msu.ru.10916281,2017-01-02 01:28,2017-01-02 01:29,2017-01-02 01:29,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916282, fen1.bg.cmc.msu.ru.10916282,2017-01-02 01:31,2017-01-02 01:31,2017-01-02 01:31,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916283, fen1.bg.cmc.msu.ru.10916283,2017-01-02 01:31,2017-01-02 01:31,2017-01-02 01:31,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916284, fen1.bg.cmc.msu.ru.10916284,2017-01-02 01:31,2017-01-02 01:31,2017-01-02 01:31,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916285, fen1.bg.cmc.msu.ru.10916285,2017-01-02 01:31,2017-01-02 01:31,2017-01-02 01:31,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916286, fen1.bg.cmc.msu.ru.10916286,2017-01-02 01:31,2017-01-02 01:31,2017-01-02 01:32,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,1, Completed
 fen1.bg.cmc.msu.ru.10916287, fen1.bg.cmc.msu.ru.10916287,2017-01-02 01:31,2017-01-02 01:31,2017-01-02 01:31,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916288, fen1.bg.cmc.msu.ru.10916288,2017-01-02 01:31,2017-01-02 01:32,2017-01-02 01:32,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916289, fen1.bg.cmc.msu.ru.10916289,2017-01-02 01:31,2017-01-02 01:32,2017-01-02 01:32,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916290, fen1.bg.cmc.msu.ru.10916290,2017-01-02 01:31,2017-01-02 01:32,2017-01-02 01:32,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916291, fen1.bg.cmc.msu.ru.10916291,2017-01-02 01:31,2017-01-02 01:32,2017-01-02 01:32,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916292, fen1.bg.cmc.msu.ru.10916292,2017-01-02 01:31,2017-01-02 01:32,2017-01-02 01:32,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916293, fen1.bg.cmc.msu.ru.10916293,2017-01-02 01:31,2017-01-02 01:32,2017-01-02 01:32,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916294, fen1.bg.cmc.msu.ru.10916294,2017-01-02 01:32,2017-01-02 01:33,2017-01-02 01:33,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916295, fen1.bg.cmc.msu.ru.10916295,2017-01-02 01:32,2017-01-02 01:33,2017-01-02 01:33,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916296, fen1.bg.cmc.msu.ru.10916296,2017-01-02 01:32,2017-01-02 01:32,2017-01-02 01:33,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,1, Completed
 fen1.bg.cmc.msu.ru.10916297, fen1.bg.cmc.msu.ru.10916297,2017-01-02 01:32,2017-01-02 01:32,2017-01-02 01:33,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,1, Completed
 fen1.bg.cmc.msu.ru.10916298, fen1.bg.cmc.msu.ru.10916298,2017-01-02 01:32,2017-01-02 01:33,2017-01-02 01:33,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916299, fen1.bg.cmc.msu.ru.10916299,2017-01-02 01:32,2017-01-02 01:33,2017-01-02 01:33,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916300, fen1.bg.cmc.msu.ru.10916300,2017-01-02 01:33,2017-01-02 01:34,2017-01-02 01:34,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916301, fen1.bg.cmc.msu.ru.10916301,2017-01-02 01:33,2017-01-02 01:34,2017-01-02 01:34,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916302, fen1.bg.cmc.msu.ru.10916302,2017-01-02 01:33,2017-01-02 01:34,2017-01-02 01:34,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916303, fen1.bg.cmc.msu.ru.10916303,2017-01-02 01:33,2017-01-02 01:34,2017-01-02 01:34,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916304, fen1.bg.cmc.msu.ru.10916304,2017-01-02 01:33,2017-01-02 01:34,2017-01-02 01:34,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916305, fen1.bg.cmc.msu.ru.10916305,2017-01-02 01:33,2017-01-02 01:34,2017-01-02 01:34,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916306, fen1.bg.cmc.msu.ru.10916306,2017-01-02 01:33,2017-01-02 01:34,2017-01-02 01:35,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,1, Completed
 fen1.bg.cmc.msu.ru.10916307, fen1.bg.cmc.msu.ru.10916307,2017-01-02 01:33,2017-01-02 01:35,2017-01-02 01:35,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916308, fen1.bg.cmc.msu.ru.10916308,2017-01-02 01:33,2017-01-02 01:35,2017-01-02 01:35,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916309, fen1.bg.cmc.msu.ru.10916309,2017-01-02 01:33,2017-01-02 01:35,2017-01-02 01:35,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916310, fen1.bg.cmc.msu.ru.10916310,2017-01-02 01:33,2017-01-02 01:35,2017-01-02 01:35,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
 fen1.bg.cmc.msu.ru.10916311, fen1.bg.cmc.msu.ru.10916311,2017-01-02 01:33,2017-01-02 01:35,2017-01-02 01:35,pseudo_cluster_user_5,pseudo_cluster_group_1,15,32,0.621,0.122,0.198,144.938,39.281,2.774,10.371,0, Completed
